Date,Time,Val1,Sensore Val1,Val2,Sensore Val2,Val3,Sensore Val3,Val4,Sensore Val4,Val5,Sensore O3,Temperature,Relative Humidity,Absolute Humidity
16/06/2004,14:00:00,2.2,1090,-200,14.1,117,756,107,1811,1119,902,32.4,25.7,1.2271
16/06/2004,15:00:00,2.2,1072,-200,12,112,802,107,1748,1050,836,33.6,24.4,1.2472
16/06/2004,16:00:00,2.3,1101,-200,12.2,122,797,113,1772,1057,863,33,26,1.2877
16/06/2004,17:00:00,2.6,1111,-200,13.1,114,787,107,1802,1086,824,33.2,23.7,1.1855
16/06/2004,18:00:00,2.3,1048,-200,12.6,111,807,106,1737,1070,842,31.3,25.4,1.1415
16/06/2004,19:00:00,3.3,1197,-200,18.3,158,698,125,1986,1249,1132,28.3,31.7,1.1968
16/06/2004,20:00:00,3.5,1173,-200,17.2,202,695,139,1930,1217,1175,26.5,35,1.1981
16/06/2004,21:00:00,2.5,1075,-200,12.9,166,764,117,1798,1079,1111,24.4,40,1.2079
16/06/2004,22:00:00,2.5,1067,-200,13.7,143,745,107,1840,1106,1125,23.3,43.4,1.2251
16/06/2004,23:00:00,2.4,1060,-200,13.4,122,742,98,1838,1099,1077,22.5,45.3,1.2226
17/06/2004,0:00:00,2.5,1081,-200,13.5,113,749,97,1854,1099,1087,21.8,47.8,1.2325
17/06/2004,1:00:00,2.1,1017,-200,9.9,109,822,95,1722,975,1014,20.9,51,1.2446
17/06/2004,2:00:00,1,836,-200,4.4,53,1035,68,1501,734,801,20.8,51.7,1.2572
17/06/2004,3:00:00,0.8,831,-200,4.3,-200,1038,-200,1522,727,802,19.3,57.1,1.2661
17/06/2004,4:00:00,-200,804,-200,3.3,32,1102,51,1479,668,753,18.8,58.6,1.2581
17/06/2004,5:00:00,0.5,798,-200,3.4,35,1092,44,1473,677,696,20.2,53.8,1.2569
17/06/2004,6:00:00,1.3,966,-200,9.3,123,812,77,1735,951,996,18.3,60.8,1.2635
17/06/2004,7:00:00,3.6,1277,-200,23.4,254,611,100,2241,1388,1513,20.2,54.5,1.2777
17/06/2004,8:00:00,4.8,1335,-200,27.7,300,562,125,2385,1496,1598,21.9,49.9,1.2957
17/06/2004,9:00:00,3.7,1297,-200,22.1,281,588,154,2128,1353,1690,25.2,43,1.3548
17/06/2004,10:00:00,1.9,1041,-200,10,169,837,125,1705,979,1053,28,36.6,1.3603
17/06/2004,11:00:00,1.7,1027,-200,8.9,152,867,117,1696,936,931,27.1,38.3,1.3548
17/06/2004,12:00:00,1.9,1037,-200,9.8,127,841,105,1728,969,865,27.4,37,1.3319
17/06/2004,13:00:00,1.8,1014,-200,9.4,118,865,103,1697,954,818,29.4,32.9,1.3244
17/06/2004,14:00:00,1.7,1007,-200,9.8,120,866,106,1682,971,802,31.3,28.7,1.2885
17/06/2004,15:00:00,1.8,998,-200,9.5,125,881,107,1657,958,778,31.5,28.7,1.3058
17/06/2004,16:00:00,1.7,1014,-200,9.5,117,878,102,1684,958,767,30.9,30.3,1.3306
17/06/2004,17:00:00,2.8,1157,-200,15.4,166,738,124,1936,1160,1000,31.4,30.3,1.3689
17/06/2004,18:00:00,3.6,1225,-200,19.4,180,683,133,2082,1281,1143,30.7,31.4,1.3686
17/06/2004,19:00:00,3.3,1131,-200,16.5,172,726,125,1907,1194,1009,29,33.4,1.3169
17/06/2004,20:00:00,2.9,1111,-200,14.3,160,754,124,1883,1126,1076,27.3,37.5,1342
17/06/2004,21:00:00,1.7,976,-200,8.2,103,878,97,1675,909,830,25.8,40.9,1.3389
17/06/2004,22:00:00,1.7,1016,-200,8.7,87,868,94,1724,929,853,25.2,43,1358
17/06/2004,23:00:00,2.8,1177,-200,15.2,147,684,120,1983,1156,1310,24.6,45.8,1394
18/06/2004,0:00:00,1.8,1013,-200,10.6,120,791,105,1751,999,1119,24,47.3,1.3914
18/06/2004,1:00:00,1,886,-200,6,63,936,81,1592,813,918,23.5,48.3,1.3777
18/06/2004,2:00:00,0.5,791,-200,3.1,30,1140,43,1467,658,609,24,45.8,1.3467
18/06/2004,3:00:00,0.4,762,-200,2.5,-200,1214,-200,1431,618,516,22.2,50.7,1.3405
18/06/2004,4:00:00,0.3,740,-200,1.8,19,1259,32,1404,568,510,22.8,48.1,1.3184
18/06/2004,5:00:00,0.4,775,-200,2.6,27,1178,36,1437,628,554,21.9,50.1,1.3002
18/06/2004,6:00:00,0.8,872,-200,6.5,65,947,59,1598,833,760,20.4,54.1,1.28
18/06/2004,7:00:00,2.2,1123,-200,14.5,169,711,92,1922,1134,1170,20.8,52.6,1.2758
18/06/2004,8:00:00,4.4,1306,-200,28.8,244,535,121,2450,1522,1545,22.8,47.9,1.3156
18/06/2004,9:00:00,3.7,1237,-200,21.3,274,605,151,2157,1332,1508,25.2,42.9,1.3552
18/06/2004,10:00:00,2.5,1143,-200,14.9,202,701,142,1917,1146,1292,29.3,34.8,1397
18/06/2004,11:00:00,2.5,1170,-200,15.6,186,703,141,1949,1168,1287,33.3,27.8,1.4013
18/06/2004,12:00:00,2.3,1116,-200,14.3,153,739,129,1856,1128,1042,34.9,24.9,1363
18/06/2004,13:00:00,2,1054,-200,12.6,112,785,106,1766,1069,817,36.1,22.7,1.3324
18/06/2004,14:00:00,2,1083,-200,13.4,117,765,125,1810,1097,847,37.6,21.1,1.3478
18/06/2004,15:00:00,2.1,1078,-200,12.6,109,782,126,1780,1069,806,37.3,21.9,1.3761
18/06/2004,16:00:00,2.4,1104,-200,14.8,133,747,147,1840,1143,896,37.2,21.6,1.3514
18/06/2004,17:00:00,3.1,1170,-200,18.6,185,693,180,1956,1257,1069,35.6,23.4,1341
18/06/2004,18:00:00,2.9,1091,-200,16.7,167,738,164,1834,1201,945,33.1,24.3,1.2087
18/06/2004,19:00:00,3.5,1216,-200,20.8,218,673,180,2043,1318,1168,30.5,29.5,1.2635
18/06/2004,20:00:00,2.9,1125,-200,16,171,719,153,1921,1179,1065,28.7,35.8,1.3834
18/06/2004,21:00:00,1.5,971,-200,7.6,78,916,105,1635,881,672,26.6,42.2,1.4452
18/06/2004,22:00:00,1.7,1062,-200,10.2,84,816,98,1796,984,842,25.2,46.6,1.4733
18/06/2004,23:00:00,2.2,1140,-200,13.8,110,714,107,1892,1109,1123,24.7,47.7,1.4649
19/06/2004,0:00:00,1.6,1038,-200,10.4,87,802,87,1731,992,1007,24.4,47.4,1.4301
19/06/2004,1:00:00,1,935,-200,6.5,58,909,80,1604,836,855,23.3,49.9,1.4135
19/06/2004,2:00:00,0.6,861,-200,4.3,39,1043,62,1528,729,689,23.8,47.3,1.3783
19/06/2004,3:00:00,0.6,839,-200,3.4,-200,1062,-200,1478,678,622,22.9,50.2,1.3808
19/06/2004,4:00:00,0.6,850,-200,3.9,38,1021,54,1511,703,658,21.2,55,1.3689
19/06/2004,5:00:00,0.5,817,-200,3,41,1109,56,1472,651,628,21.7,52.6,1.35
19/06/2004,6:00:00,0.5,825,-200,3.2,47,1079,62,1475,667,659,22.8,48.9,1.3424
19/06/2004,7:00:00,0.9,921,-200,5.6,72,943,72,1595,792,799,23.5,47.6,1.3611
19/06/2004,8:00:00,1.4,1031,-200,9.1,100,806,86,1697,945,964,24.6,44.9,1.3661
19/06/2004,9:00:00,1.6,1092,-200,9.7,104,801,99,1774,967,910,27,39.9,1402
19/06/2004,10:00:00,1.6,1095,-200,8.6,109,843,98,1736,923,999,29.3,35.9,1.4411
19/06/2004,11:00:00,1.7,1097,-200,9.6,103,822,102,1743,964,853,31.2,32.4,1.4517
19/06/2004,12:00:00,1.7,1101,-200,9.8,75,819,84,1714,972,752,34.4,26.6,1423
19/06/2004,13:00:00,1.5,1060,-200,10.3,72,833,83,1718,991,778,36.1,22.1,1.3004
19/06/2004,14:00:00,1.2,-200,-200,-200,56,-200,68,-200,-200,-200,-200,-200,-200
19/06/2004,15:00:00,1.2,-200,-200,-200,51,-200,63,-200,-200,-200,-200,-200,-200
19/06/2004,16:00:00,1.1,-200,-200,-200,52,-200,65,-200,-200,-200,-200,-200,-200
19/06/2004,17:00:00,1,-200,-200,-200,46,-200,63,-200,-200,-200,-200,-200,-200
19/06/2004,18:00:00,1.1,-200,-200,-200,44,-200,56,-200,-200,-200,-200,-200,-200
19/06/2004,19:00:00,1.6,-200,-200,-200,72,-200,77,-200,-200,-200,-200,-200,-200
19/06/2004,20:00:00,1.7,-200,-200,-200,88,-200,91,-200,-200,-200,-200,-200,-200
19/06/2004,21:00:00,1.4,-200,-200,-200,56,-200,70,-200,-200,-200,-200,-200,-200
19/06/2004,22:00:00,1.7,-200,-200,-200,82,-200,95,-200,-200,-200,-200,-200,-200
19/06/2004,23:00:00,2.4,-200,-200,-200,125,-200,113,-200,-200,-200,-200,-200,-200
20/06/2004,0:00:00,2.3,-200,-200,-200,144,-200,109,-200,-200,-200,-200,-200,-200
20/06/2004,1:00:00,1.2,-200,-200,-200,54,-200,65,-200,-200,-200,-200,-200,-200
20/06/2004,2:00:00,1,-200,-200,-200,48,-200,60,-200,-200,-200,-200,-200,-200
20/06/2004,3:00:00,1.4,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
20/06/2004,4:00:00,-200,-200,-200,-200,41,-200,62,-200,-200,-200,-200,-200,-200
20/06/2004,5:00:00,1,-200,-200,-200,40,-200,60,-200,-200,-200,-200,-200,-200
20/06/2004,6:00:00,0.9,-200,-200,-200,48,-200,65,-200,-200,-200,-200,-200,-200
20/06/2004,7:00:00,0.8,-200,-200,-200,44,-200,55,-200,-200,-200,-200,-200,-200
20/06/2004,8:00:00,1,-200,-200,-200,59,-200,66,-200,-200,-200,-200,-200,-200
20/06/2004,9:00:00,1.2,-200,-200,-200,59,-200,67,-200,-200,-200,-200,-200,-200
20/06/2004,10:00:00,1.2,-200,-200,-200,53,-200,64,-200,-200,-200,-200,-200,-200
20/06/2004,11:00:00,1,-200,-200,-200,42,-200,59,-200,-200,-200,-200,-200,-200
20/06/2004,12:00:00,1,-200,-200,-200,43,-200,59,-200,-200,-200,-200,-200,-200
20/06/2004,13:00:00,0.6,-200,-200,-200,23,-200,36,-200,-200,-200,-200,-200,-200
20/06/2004,14:00:00,0.7,-200,-200,-200,22,-200,35,-200,-200,-200,-200,-200,-200
20/06/2004,15:00:00,0.8,-200,-200,-200,37,-200,54,-200,-200,-200,-200,-200,-200
20/06/2004,16:00:00,1.1,-200,-200,-200,53,-200,71,-200,-200,-200,-200,-200,-200
20/06/2004,17:00:00,1.4,-200,-200,-200,68,-200,86,-200,-200,-200,-200,-200,-200
20/06/2004,18:00:00,2.8,-200,-200,-200,125,-200,114,-200,-200,-200,-200,-200,-200
20/06/2004,19:00:00,2.5,-200,-200,-200,96,-200,105,-200,-200,-200,-200,-200,-200
20/06/2004,20:00:00,1.6,-200,-200,-200,75,-200,87,-200,-200,-200,-200,-200,-200
20/06/2004,21:00:00,1.4,-200,-200,-200,74,-200,85,-200,-200,-200,-200,-200,-200
20/06/2004,22:00:00,2.3,-200,-200,-200,92,-200,91,-200,-200,-200,-200,-200,-200
20/06/2004,23:00:00,4.2,-200,-200,-200,136,-200,108,-200,-200,-200,-200,-200,-200
21/06/2004,0:00:00,3,-200,-200,-200,119,-200,99,-200,-200,-200,-200,-200,-200
21/06/2004,1:00:00,2.2,-200,-200,-200,76,-200,83,-200,-200,-200,-200,-200,-200
21/06/2004,2:00:00,0.6,-200,-200,-200,21,-200,36,-200,-200,-200,-200,-200,-200
21/06/2004,3:00:00,0.3,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
21/06/2004,4:00:00,0.3,732,-200,1.5,15,1353,24,1367,544,466,18.9,55.2,1.1895
21/06/2004,5:00:00,0.5,809,-200,3.5,52,1108,43,1463,681,609,18.2,57.6,1193
21/06/2004,6:00:00,1.3,934,-200,8.3,85,857,64,1639,911,863,18.6,56,1.1865
21/06/2004,7:00:00,2.5,1132,-200,17.3,177,691,91,1910,1220,1203,20.8,48,1.1702
21/06/2004,8:00:00,3.7,1221,-200,23.3,232,626,109,2138,1386,1412,23.3,38.6,1.0919
21/06/2004,9:00:00,2.5,1024,-200,13.8,201,770,110,1753,1111,1069,25.1,32.4,1017
21/06/2004,10:00:00,1.8,938,-200,10.2,134,862,111,1597,987,817,27.8,25.8,0.9473
21/06/2004,11:00:00,1.5,869,-200,7.9,104,965,106,1480,897,649,29.6,21,0.8548
21/06/2004,12:00:00,1.5,846,-200,8.8,89,947,104,1467,930,598,30.2,18,0.7613
21/06/2004,13:00:00,1.2,838,-200,7.2,66,1005,76,1454,868,540,30.1,18.5,0.7747
21/06/2004,14:00:00,1.4,875,-200,8.3,85,978,84,1504,912,601,29.5,19.4,0.7872
21/06/2004,15:00:00,1.6,907,-200,9.6,105,920,102,1564,961,668,31.1,18.2,0.8079
21/06/2004,16:00:00,1.6,889,-200,9,99,920,102,1492,939,647,30.3,19,0.8103
21/06/2004,17:00:00,2.2,969,-200,12.4,132,834,124,1645,1064,816,30.1,19.3,0.8083
21/06/2004,18:00:00,3,1051,-200,15.3,186,760,147,1787,1157,963,28.6,22.3,859
21/06/2004,19:00:00,3,1043,-200,16.1,174,736,138,1813,1181,1010,26.1,28.3,0.9407
21/06/2004,20:00:00,2.7,1043,-200,14.1,149,736,126,1793,1121,967,24.5,35.7,1.0807
21/06/2004,21:00:00,2.1,1007,-200,11.4,114,798,112,1737,1027,904,23.1,41.5,1.1582
21/06/2004,22:00:00,1.6,966,-200,9.5,92,838,95,1686,959,852,21.8,46.3,1.1913
21/06/2004,23:00:00,1.3,920,-200,7.4,75,915,80,1594,875,744,20.9,48.9,1.1945
22/06/2004,0:00:00,1.1,889,-200,6.4,74,956,79,1570,831,760,20.5,49.9,1.1903
22/06/2004,1:00:00,0.7,825,-200,4.1,35,1062,49,1462,715,613,20,50.9,1.1794
22/06/2004,2:00:00,0.4,758,-200,1.9,22,1215,36,1374,580,531,22.1,44.3,1.1665
22/06/2004,3:00:00,0.2,735,-200,1.4,-200,1338,-200,1350,533,493,21,47.5,1.1666
22/06/2004,4:00:00,0.2,719,-200,1.2,24,1385,40,1343,522,509,19.8,50.3,1.1444
22/06/2004,5:00:00,0.3,757,-200,2.2,30,1236,37,1381,596,560,19,52.8,1.1489
22/06/2004,6:00:00,0.9,890,-200,6.4,93,922,67,1594,831,826,17.8,56.5,1.1375
22/06/2004,7:00:00,3.1,1181,-200,18.5,332,632,106,2002,1255,1334,18.2,55.8,1.1529
22/06/2004,8:00:00,5,1332,-200,30.2,387,523,134,2394,1556,1660,20.6,47.7,1.1448
22/06/2004,9:00:00,2.8,1128,-200,14.2,267,717,123,1832,1124,1362,22.8,41.9,1.1496
22/06/2004,10:00:00,2.8,1128,-200,14.3,269,725,136,1856,1126,1316,27.1,31.7,1.1147
22/06/2004,11:00:00,2.1,1064,-200,12.6,193,766,109,1766,1069,1089,30.4,26.4,1131
22/06/2004,12:00:00,3.1,1139,-200,18,239,702,144,1940,1240,1129,31.1,26.2,1.1647
22/06/2004,13:00:00,3,1121,-200,17.1,232,707,154,1912,1214,1120,31.4,25.3,1.1444
22/06/2004,14:00:00,2.1,1032,-200,13,152,776,126,1772,1083,916,30.8,26.7,1168
22/06/2004,15:00:00,1.7,1040,-200,11.2,115,826,98,1747,1022,812,31.8,25.6,1.1868
22/06/2004,16:00:00,2.2,1076,-200,13.6,169,762,120,1782,1105,959,33.5,22.9,1.1649
22/06/2004,17:00:00,3.5,1177,-200,20.5,226,656,145,2011,1310,1189,33.1,23.5,1.1673
22/06/2004,18:00:00,3.6,1196,-200,20.2,218,654,139,2017,1303,1199,31.7,25.9,1.1883
22/06/2004,19:00:00,4.1,1204,-200,23.1,245,623,148,2085,1381,1283,29,30.4,1.2013
22/06/2004,20:00:00,4,1166,-200,20.3,236,646,139,2016,1304,1291,27.4,33.6,1.2095
22/06/2004,21:00:00,1.8,959,-200,9.3,104,857,93,1640,949,949,25.2,36.4,1.1528
22/06/2004,22:00:00,1.7,1004,-200,10.5,104,813,96,1726,997,1018,24,39.6,1.1662
22/06/2004,23:00:00,2.4,1050,-200,13.6,144,729,104,1807,1105,1122,23.8,39.6,1.1558
23/06/2004,0:00:00,1.2,965,-200,8,79,864,83,1631,900,968,22.9,43.6,1.1974
23/06/2004,1:00:00,0.8,849,-200,4.6,51,1004,66,1496,744,806,22.8,43.9,1202
23/06/2004,2:00:00,0.5,809,-200,3.2,38,1093,55,1455,666,714,21.8,47.3,1.2189
23/06/2004,3:00:00,0.3,777,-200,2.4,-200,1170,-200,1405,609,644,21.7,47.3,1.2135
23/06/2004,4:00:00,-200,768,-200,2.1,24,1183,37,1402,591,606,20.8,50.3,1.2207
23/06/2004,5:00:00,0.4,768,-200,2.2,30,1155,40,1396,597,606,21.7,46.8,1.2031
23/06/2004,6:00:00,1,917,-200,6.7,73,934,51,1656,842,819,20.3,52.3,1.2367
23/06/2004,7:00:00,3.8,1252,-200,23.1,305,579,117,2210,1380,1462,20.5,52.3,1245
23/06/2004,8:00:00,3.2,1224,-200,19,295,605,110,2046,1268,1478,21.7,49.6,1.2673
23/06/2004,9:00:00,3.5,1277,-200,20.1,331,608,136,2090,1300,1598,24,43.1,1.2677
23/06/2004,10:00:00,3.2,1149,-200,16.4,304,672,152,1944,1192,1449,28.5,31.7,1.2144
23/06/2004,11:00:00,2.3,1091,-200,13,210,746,119,1790,1082,1221,32.2,25.1,1189
23/06/2004,12:00:00,2.2,1053,-200,13.1,163,763,106,1762,1087,1023,34.9,20.5,1.1279
23/06/2004,13:00:00,2.1,1023,-200,11.8,132,796,101,1711,1042,910,35.4,19.9,1.1222
23/06/2004,14:00:00,1.9,1085,-200,12.7,126,767,110,1786,1075,913,34.4,22.5,1205
23/06/2004,15:00:00,2.4,1116,-200,14.1,150,724,124,1854,1120,1035,34.8,22.8,1.2488
23/06/2004,16:00:00,2.5,1111,-200,14.4,171,735,137,1825,1131,1085,34.3,22.4,1.1907
23/06/2004,17:00:00,3.6,1210,-200,20.7,234,645,159,2030,1316,1278,32.5,25.3,1.2165
23/06/2004,18:00:00,3.9,1250,-200,21.6,251,616,152,2075,1339,1383,31.3,27.3,1.2234
23/06/2004,19:00:00,4.4,1297,-200,24.2,294,595,166,2134,1408,1473,30.2,29,1.2224
23/06/2004,20:00:00,4.8,1313,-200,21.8,300,603,163,2118,1345,1507,28.5,33.3,1.2775
23/06/2004,21:00:00,2.5,1146,-200,13,159,713,121,1829,1084,1215,27.3,35.3,1.2606
23/06/2004,22:00:00,2.8,1199,-200,15.1,176,685,125,1897,1152,1242,26.1,37.8,1.2575
23/06/2004,23:00:00,3.2,1274,-200,16.6,192,626,120,2023,1197,1356,24.7,47.1,1.44
24/06/2004,0:00:00,2.6,1243,-200,12.7,152,675,103,1978,1072,1195,23.6,59.8,1.7193
24/06/2004,1:00:00,1.5,1054,-200,8.6,63,783,64,1793,923,899,23.3,60.5,1706
24/06/2004,2:00:00,1,962,-200,5.3,35,929,44,1645,778,726,23.3,59.4,1.6753
24/06/2004,3:00:00,0.8,915,-200,3.6,-200,983,-200,1570,690,743,22.9,57.7,1.5902
24/06/2004,4:00:00,0.6,871,-200,2.8,21,1062,35,1528,639,684,23.7,53.5,1546
24/06/2004,5:00:00,0.6,877,-200,3.1,41,1047,46,1530,658,779,21.2,60.9,1.5092
24/06/2004,6:00:00,0.7,893,-200,3.7,48,1008,54,1548,696,801,22.1,56.2,1.48
24/06/2004,7:00:00,1.2,1030,-200,6.9,102,824,68,1700,851,983,21.9,57,1.4742
24/06/2004,8:00:00,1.5,1059,-200,8.6,111,783,77,1750,926,989,24.7,45.9,1.4061
24/06/2004,9:00:00,1.3,1020,-200,7.1,93,864,74,1649,860,875,27,40.8,1.4286
24/06/2004,10:00:00,1.6,1045,-200,6.6,118,879,92,1656,840,807,29.1,37.4,1.4833
24/06/2004,11:00:00,1.5,1029,-200,7.2,93,874,83,1651,866,727,31.1,32.4,1.4351
24/06/2004,12:00:00,1.2,959,-200,5,56,976,58,1561,763,549,31.9,30.3,1.4125
24/06/2004,13:00:00,1.1,975,-200,5.7,51,939,55,1576,798,570,32.8,28.9,1412
24/06/2004,14:00:00,1.2,988,-200,6,52,927,61,1596,813,596,33.4,27.8,1.4119
24/06/2004,15:00:00,1.3,971,-200,6.1,59,942,65,1565,818,585,35.3,23.7,1.3331
24/06/2004,16:00:00,1.4,999,-200,8,62,869,74,1629,899,637,35.8,22.4,1.2915
24/06/2004,17:00:00,1.6,989,-200,7.8,85,889,89,1602,889,664,35.3,20.8,1.1664
24/06/2004,18:00:00,2.1,1075,-200,11.1,109,802,103,1732,1020,797,33.3,23.9,1.2085
24/06/2004,19:00:00,3,1190,-200,15.9,168,695,128,1934,1177,1046,30.3,30.8,1.3044
24/06/2004,20:00:00,2.8,1172,-200,13.7,166,706,122,1878,1108,1058,28.3,34.5,1.3084
24/06/2004,21:00:00,3.8,1256,-200,21.6,149,594,125,2176,1340,1214,27.1,38.9,1.3758
24/06/2004,22:00:00,3.2,1190,-200,16.8,118,658,119,1967,1203,1056,25.4,43.2,1.3805
24/06/2004,23:00:00,4.1,1249,-200,20.5,160,601,126,2114,1310,1280,24.6,45.3,1.3767
25/06/2004,0:00:00,2.6,1072,-200,14.1,124,711,100,1838,1120,1045,23.7,46,1.3346
25/06/2004,1:00:00,2,1035,-200,10.9,95,750,94,1752,1011,1039,23,48.1,1.3322
25/06/2004,2:00:00,0.9,839,-200,3.6,34,1030,52,1457,690,640,24.8,43.4,1.3366
25/06/2004,3:00:00,0.7,833,-200,3.3,-200,1061,-200,1482,671,705,23.1,47.4,1.3208
25/06/2004,4:00:00,0.6,804,-200,2.4,45,1144,64,1427,616,662,21.7,50.2,1.2917
25/06/2004,5:00:00,0.6,811,-200,3,35,1097,46,1442,651,579,21.9,50.7,1.3138
25/06/2004,6:00:00,1.6,1028,-200,8.9,141,818,88,1743,934,987,20.1,57,1.3216
25/06/2004,7:00:00,2.6,1138,-200,14.8,199,671,104,1927,1141,1197,21.5,51.8,1.3129
25/06/2004,8:00:00,2.9,1203,-200,16.2,224,649,125,1968,1185,1328,22.9,48.7,1.3416
25/06/2004,9:00:00,2.8,1193,-200,14.6,245,667,151,1924,1136,1370,25.7,41,1.3351
25/06/2004,10:00:00,1.9,1049,-200,8,153,858,113,1671,898,921,29.9,33.2,1.3793
25/06/2004,11:00:00,1.9,1090,-200,9.1,145,828,102,1713,942,876,32.9,28,1.3789
25/06/2004,12:00:00,2.1,1070,-200,10,130,808,108,1688,976,819,34,25.6,1.3363
25/06/2004,13:00:00,1.9,1014,-200,9.8,95,826,93,1684,970,763,34.7,22.6,1.2297
25/06/2004,14:00:00,1.6,972,-200,8.3,88,882,89,1596,912,675,35.5,20.3,1.1586
25/06/2004,15:00:00,1.6,951,-200,7.5,89,920,84,1539,880,637,35.9,18.8,1.0912
25/06/2004,16:00:00,2.1,1033,-200,11.7,127,802,111,1690,1038,826,36.2,18.6,1.0945
25/06/2004,17:00:00,2.4,983,-200,13.3,149,817,115,1659,1094,854,35.4,15.3,0.8613
25/06/2004,18:00:00,2.8,973,-200,14.4,170,813,127,1642,1128,894,32.9,15.5,0.7649
25/06/2004,19:00:00,3.4,1083,-200,17.9,210,737,129,1786,1237,1077,29.9,19.8,0.8211
25/06/2004,20:00:00,3.4,1062,-200,15.9,230,763,140,1743,1176,1121,28.1,22.4,0.8394
25/06/2004,21:00:00,2.7,1011,-200,14.2,203,808,137,1680,1122,1071,26.1,24.7,0.8233
25/06/2004,22:00:00,2.6,1054,-200,13.8,174,765,130,1670,1110,1167,25,28.7,0.8944
25/06/2004,23:00:00,2.3,1013,-200,11.7,164,793,121,1598,1038,1162,24.3,31,0.9268
26/06/2004,0:00:00,1.2,870,-200,6.2,76,975,79,1398,823,848,24,31.2,919
26/06/2004,1:00:00,1,857,-200,5.1,52,1006,69,1390,769,759,22.4,34.9,0.9362
26/06/2004,2:00:00,0.9,835,-200,4.5,47,1036,61,1382,739,694,21.2,37.6,0.9355
26/06/2004,3:00:00,1.1,844,-200,4.9,-200,1005,-200,1409,759,848,19.5,42.3,0.9461
26/06/2004,4:00:00,-200,763,-200,2.5,37,1129,58,1321,622,689,21.2,39.4,0.9802
26/06/2004,5:00:00,0.4,769,-200,2.3,41,1171,58,1314,606,610,19.5,42.4,0.9515
26/06/2004,6:00:00,0.9,891,-200,5.5,74,960,70,1466,790,816,18.6,45.8,0.9723
26/06/2004,7:00:00,1.8,1037,-200,10.4,168,779,104,1680,993,1158,19.7,44.1,1.0039
26/06/2004,8:00:00,2.2,1090,-200,12.4,176,728,109,1773,1065,1228,21.9,39.4,1.0243
26/06/2004,9:00:00,2.4,1117,-200,14,184,716,129,1791,1118,1323,24.5,34.3,1.0407
26/06/2004,10:00:00,2.3,1109,-200,12.7,187,761,144,1734,1074,1274,30,25.6,1.0674
26/06/2004,11:00:00,1.6,961,-200,9,118,912,101,1508,939,846,34.5,18.9,1.0168
26/06/2004,12:00:00,1.4,985,-200,8.5,89,918,90,1540,919,737,36.3,17.5,1.0411
26/06/2004,13:00:00,1.4,960,-200,8.2,70,910,86,1523,909,675,37.7,16,1.0231
26/06/2004,14:00:00,1,927,-200,5.9,51,1013,69,1446,806,559,38.3,15.8,1.0465
26/06/2004,15:00:00,1,958,-200,5.6,52,1002,65,1481,795,604,38.4,17.5,1.1609
26/06/2004,16:00:00,1.2,1019,-200,6.7,70,935,73,1565,842,729,37.2,20.5,1.2813
26/06/2004,17:00:00,1.3,1010,-200,6.1,80,955,73,1567,816,741,34,26.4,1.3781
26/06/2004,18:00:00,1.5,1030,-200,6.7,90,917,78,1599,844,747,32.3,30.4,1445
26/06/2004,19:00:00,1.9,1100,-200,9.2,111,827,98,1726,946,932,30.5,33.9,1.4564
26/06/2004,20:00:00,1.8,1079,-200,8.2,107,861,99,1686,909,928,29.2,37.8,1.5098
26/06/2004,21:00:00,1.4,1036,-200,7,73,900,83,1645,859,860,28.4,39.1,1.4881
26/06/2004,22:00:00,1.7,1085,-200,9.5,75,827,88,1747,959,963,27.7,40.6,1.4828
26/06/2004,23:00:00,2.7,1214,-200,15.1,144,683,117,1938,1151,1309,27.2,42.5,1.5069
27/06/2004,0:00:00,2.1,1127,-200,11.7,120,728,97,1830,1041,1266,26.5,44.8,1528
27/06/2004,1:00:00,1.4,1038,-200,9.3,71,776,75,1750,950,1181,25.5,47.6,1.5318
27/06/2004,2:00:00,1,948,-200,6.4,40,873,53,1638,829,937,25.2,47.8,1.5076
27/06/2004,3:00:00,1,953,-200,6.7,-200,848,-200,1685,844,995,23.2,53.7,1.5046
27/06/2004,4:00:00,0.8,869,-200,4.2,34,975,45,1522,723,789,23.2,52.3,1.4668
27/06/2004,5:00:00,0.5,809,-200,2.6,27,1127,42,1490,628,682,24,50.3,1.4811
27/06/2004,6:00:00,0.6,833,-200,2.8,30,1088,44,1496,641,717,23.5,51.2,1.4634
27/06/2004,7:00:00,0.6,857,-200,3.1,40,1083,50,1511,661,696,23.5,50.8,1452
27/06/2004,8:00:00,1,966,-200,6.2,56,913,60,1634,820,807,24.7,47.6,1.4597
27/06/2004,9:00:00,1.6,1063,-200,7.9,104,823,100,1688,894,1025,27.2,41.1,1.4611
27/06/2004,10:00:00,1.9,1110,-200,10.5,121,782,111,1771,996,1090,31,32.4,1.4294
27/06/2004,11:00:00,1.7,1055,-200,9,100,844,110,1648,941,932,35.2,24.8,1.3854
27/06/2004,12:00:00,1.1,939,-200,6.3,59,991,74,1486,828,639,37.8,18.5,1.1977
27/06/2004,13:00:00,0.8,816,-200,3.5,42,1195,56,1285,684,467,39,15.1,1.0424
27/06/2004,14:00:00,0.7,841,-200,4,38,1175,50,1339,712,476,41.3,12.8,0.9933
